Theme,Subtheme,Keyword,Emotion
LIFESTYLE & LIFE EVENTS,Career,new position,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,internship,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,networking,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,project,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,team dynamics,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,deadlines,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,performance review,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,career growth,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,mentorship,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,job offer,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,probation period,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,workplace conflict,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,office politics,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,remote work,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,commute,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,overtime,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,contract,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,responsibilities,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,multitasking,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,career pivot,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,entrepreneurship,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,employee,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Career,employer,"confusion, disappointment, pride, fear, joy, nervousness, optimism, neutral"
LIFESTYLE & LIFE EVENTS,Housing,apartment,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,rent,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,moving out,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,new city,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,roommate,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,home,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,flat,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,house,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,mortgage,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,landlord,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,lease,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,neighborhood,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,relocation,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,furniture,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,renovation,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,interior design,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,moving boxes,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,property,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,backyard,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,garden,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,utilities,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,decorating,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,cozy,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,cluttered,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,minimalist,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,cramped,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,spacious,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,suburban,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,urban,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,cityscape,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,homely,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Housing,temporary housing,"neutral, excitement, nervousness, relief, fear, joy"
LIFESTYLE & LIFE EVENTS,Finances,money,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,bills,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,broke,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,saving,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,budget,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,expenses,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,paycheck,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,debt,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,loan,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,interest,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,credit card,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,bank account,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,emergency fund,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,financial planning,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,investing,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,taxes,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,rent,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,grocery bills,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,subscription,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,spending habits,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,budgeting app,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,paycheck-to-paycheck,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,wealth,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,frugal,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,expensive,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,luxury,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,savings goal,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,financial stress,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,retirement fund,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Finances,managing money,"nervousness, fear, relief, disappointment, joy"
LIFESTYLE & LIFE EVENTS,Health events,illness,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,injury,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,diagnosis,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,surgery,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,recovery,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,hospital,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,doctor,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,clinic,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,treatment,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,chronic illness,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,acute illness,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,fever,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,medication,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,therapy,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,check-up,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,vaccination,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,follow-up,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,health scare,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,physical therapy,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,mental health check,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,hospitalization,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,side effects,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,rehabilitation,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,fatigue,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,doctor's appointment,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,lab tests,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,MRI,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,X-ray,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,procedure,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,health insurance,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,symptom management,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,cancer,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,tumor,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,hospice,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Health events,palliative,"fear, nervousness, relief, grief, optimism, sadness, disgust, surprise"
LIFESTYLE & LIFE EVENTS,Parenthood,baby,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,pregnancy,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,parent,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,child,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,motherhood,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,fatherhood,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,trying to conceive,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,maternal leave,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,paternal leave,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,first trimester,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,second trimester,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,third trimester,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,trimester,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,breastfeeding,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,newborn,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,toddler,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,diaper,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,parenting,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,adoption,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,parenting stress,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,bonding,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,lullaby,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,bedtime routine,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,school age,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,parenting milestone,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,vaccination,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,playdate,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,family planning,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,childcare,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,nanny,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Parenthood,parenting advice,"joy, love, nervousness, fear, caring, pride, admiration"
LIFESTYLE & LIFE EVENTS,Goals,goal,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,resolution,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,plan,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,ambition,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,checklist,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,improvement,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,milestone,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,aspiration,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,objective,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,target,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,achievement,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,personal growth,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,challenge,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,bucket list,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,self-improvement,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,vision board,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
LIFESTYLE & LIFE EVENTS,Goals,short-term goal,"curiosity, excitement, nervousness, pride, fear, joy, optimism"
